0,0.00034,0.69278,0.33852,0.26007,174.67
1,0.09037,0.69278,0.59057,0.05381,144.72
2,0.56628,0.69278,0.63349,0.02748,212.65
3,0.61228,0.71493,0.66825,0.02872,321.60
4,0.63419,0.72314,0.69694,0.01239,571.70
5,0.69278,0.73449,0.70838,0.01012,754.21
6,0.69436,0.74654,0.72005,0.01012,920.74
7,0.68392,0.75451,0.73064,0.01069,1024.34
8,0.71958,0.75784,0.74196,0.00822,1250.33
9,0.73449,0.76072,0.75021,0.00582,1324.89
10,0.74654,0.77215,0.75631,0.00447,1318.96
11,0.75229,0.77563,0.76191,0.00562,1197.72
12,0.75847,0.77563,0.76813,0.00524,1237.80
13,0.76110,0.78097,0.77270,0.00399,1371.85
14,0.76745,0.78693,0.77585,0.00288,1483.21
15,0.77260,0.78693,0.77889,0.00265,1573.58
