0,0.00050,0.49702,0.27959,0.20519,138.92
1,0.00476,0.50726,0.45794,0.04327,123.51
2,0.45398,0.50726,0.48156,0.01603,137.93
3,0.46288,0.53246,0.49708,0.01001,275.03
4,0.49275,0.54375,0.51018,0.01069,362.43
5,0.49415,0.58336,0.52328,0.01507,503.75
6,0.50820,0.58336,0.54157,0.01147,511.10
7,0.53845,0.58998,0.55437,0.01160,543.16
8,0.54430,0.60095,0.56883,0.01108,602.99
9,0.56246,0.60145,0.58216,0.01011,664.81
10,0.57258,0.60609,0.59298,0.00777,676.75
11,0.58098,0.61025,0.60066,0.00401,582.47
12,0.59695,0.61405,0.60394,0.00340,543.73
13,0.60145,0.61405,0.60711,0.00299,559.19
14,0.60148,0.61405,0.60988,0.00265,629.84
15,0.60729,0.61443,0.61212,0.00197,560.50
