0,0.00010,0.69524,0.39081,0.30839,174.14
1,0.02555,0.69524,0.65678,0.05318,132.14
2,0.65819,0.69524,0.67569,0.00835,76.55
3,0.67190,0.69542,0.68492,0.00619,112.67
4,0.67538,0.69587,0.69142,0.00415,176.94
5,0.68857,0.69862,0.69529,0.00127,107.91
6,0.69524,0.69862,0.69622,0.00101,27.75
7,0.69542,0.69876,0.69738,0.00121,22.01
8,0.69661,0.69876,0.69852,0.00040,18.60
9,0.69862,0.69876,0.69863,0.00005,25.93
10,0.69862,0.69900,0.69868,0.00008,27.86
11,0.69862,0.69900,0.69874,0.00008,28.67
12,0.69862,0.69900,0.69880,0.00009,29.24
13,0.69876,0.69900,0.69888,0.00012,25.33
14,0.69876,0.70044,0.69902,0.00022,25.41
15,0.69900,0.70044,0.69911,0.00033,24.09
