0,0.00012,0.86980,0.42376,0.26364,170.49
1,0.18743,0.90059,0.69380,0.09160,140.71
2,0.67797,0.90059,0.78429,0.05663,165.90
3,0.74509,0.94781,0.84612,0.04928,198.02
4,0.78762,0.97188,0.88935,0.03436,312.13
5,0.87603,0.97541,0.92526,0.02483,412.70
6,0.90059,0.97541,0.95140,0.01344,491.54
7,0.93721,0.97541,0.96427,0.01148,683.41
8,0.94781,0.97658,0.97255,0.00519,668.98
9,0.97188,0.97658,0.97510,0.00123,689.33
10,0.97188,0.97658,0.97560,0.00078,682.75
11,0.94633,0.97658,0.97587,0.00248,673.68
12,0.97541,0.97803,0.97652,0.00021,696.30
13,0.95590,0.98248,0.97650,0.00200,696.47
14,0.97188,0.98248,0.97704,0.00130,684.10
15,0.97658,0.98248,0.97841,0.00209,680.40
