0,0.00026,0.66734,0.40062,0.23934,165.90
1,0.02958,0.66734,0.56550,0.06643,132.80
2,0.56240,0.66734,0.59697,0.02399,168.27
3,0.58293,0.68777,0.62394,0.02899,339.88
4,0.60230,0.69134,0.65679,0.02519,417.78
5,0.62116,0.70322,0.68008,0.01173,383.19
6,0.67255,0.70322,0.69100,0.00630,438.79
7,0.68410,0.71751,0.69690,0.00589,575.90
8,0.69134,0.71751,0.70206,0.00516,562.54
9,0.69301,0.71751,0.70721,0.00536,664.55
10,0.70322,0.71751,0.71211,0.00501,601.14
11,0.70543,0.71759,0.71651,0.00248,482.75
12,0.71182,0.72289,0.71756,0.00090,375.59
13,0.71739,0.72289,0.71796,0.00145,342.49
14,0.71751,0.72289,0.71909,0.00238,381.62
15,0.71751,0.72289,0.72126,0.00240,359.26
