0,0.00013,0.73937,0.54833,0.26069,145.26
1,0.64197,0.73937,0.69790,0.02046,144.29
2,0.67934,0.74084,0.72077,0.01198,178.35
3,0.71602,0.74282,0.73293,0.00587,333.94
4,0.73032,0.75231,0.73935,0.00373,380.00
5,0.73841,0.75529,0.74330,0.00424,321.35
6,0.73784,0.77342,0.74919,0.00767,344.41
7,0.74265,0.77353,0.75934,0.00948,322.25
8,0.75231,0.77416,0.77040,0.00588,311.28
9,0.77134,0.77483,0.77350,0.00056,333.99
10,0.77342,0.77551,0.77391,0.00055,352.18
11,0.77342,0.77551,0.77458,0.00063,283.05
12,0.77353,0.77630,0.77525,0.00042,328.59
13,0.75647,0.77662,0.77542,0.00157,322.14
14,0.77551,0.77703,0.77573,0.00038,312.56
15,0.77551,0.77703,0.77605,0.00046,342.17
